age,weight(kg),height(m),gender,goal,diet_plan
31,32,1.27,M,gain weight,High Protein
10,34,1.2,M,lose weight,Low Calorie
43,62,1.3,M,lose weight,Low Calorie
40,45,1.2,M,maintain weight,Maintain Weight
38,78,1.76,F,lose weight,Low Calorie
40,69,1.77,M,lose weight,Low Calorie
30,37,1.31,M,lose weight,Low Calorie
43,89,1.8,F,lose weight,Low Calorie
24,55,1.27,F,lose weight,Lose Weight
26,37,1.24,M,lose weight,Low Calorie
35,79,1.2,M,lose weight,Low Calorie
31,30,1.89,F,lose weight,Low Calorie
32,86,1.64,M,lose weight,Low Calorie
10,33,1.27,M,gain weight,High Protein
15,33,1.24,M,gain weight,High Protein
10,35,1.2,M,maintain weight,Maintain Weight
37,82,1.79,F,lose weight,Low Calorie
32,82,1.88,M,lose weight,Low Calorie
10,35,1.25,M,maintain weight,Low Calorie
10,30,1.28,F,lose weight,Lose Weight
10,38,1.24,M,gain weight,High Protein
10,37,1.22,M,lose weight,Maintain Weight
32,68,1.51,F,lose weight,Lose Weight
40,81,1.83,M,lose weight,Low Calorie
16,47,1.31,M,gain weight,High Protein
32,79,1.81,F,lose weight,Low Calorie
20,36,1.2,M,maintain weight,Maintain Weight
32,33,1.31,F,lose weight,Low Calorie
45,77,1.84,F,lose weight,Low Calorie
31,40,1.25,M,lose weight,High Protein
10,30,1.21,M,gain weight,High Protein
36,30,1.31,M,lose weight,Low Calorie
13,30,1.23,M,lose weight,Low Calorie
15,30,1.23,M,maintain weight,High Protein
10,30,1.2,F,lose weight,Lose Weight
15,71,1.28,M,gain weight,High Protein
10,30,1.29,M,gain weight,High Protein
22,30,1.31,F,lose weight,Lose Weight
18,44,1.28,M,gain weight,High Protein
36,35,1.57,M,lose weight,Low Calorie
33,32,1.59,M,gain weight,Lose Weight
41,76,1.61,F,lose weight,Low Calorie
10,40,1.25,F,lose weight,Lose Weight
33,35,1.82,M,lose weight,Low Calorie
31,30,1.2,M,maintain weight,High Protein
34,33,1.79,M,lose weight,Low Calorie
15,30,1.2,M,gain weight,High Protein
33,34,1.22,M,lose weight,Low Calorie
10,33,1.21,M,lose weight,Low Calorie
33,38,1.32,M,lose weight,Low Calorie
14,30,1.3,M,gain weight,High Protein
10,31,1.32,M,maintain weight,High Protein
11,30,1.32,F,lose weight,Lose Weight
38,76,1.85,F,lose weight,Low Calorie
39,30,1.28,M,maintain weight,Maintain Weight
10,30,1.2,M,maintain weight,High Protein
10,30,1.29,M,maintain weight,High Protein
25,30,1.68,M,gain weight,High Protein
17,73,1.29,M,maintain weight,Low Calorie
12,30,1.24,M,gain weight,High Protein
37,82,1.2,M,lose weight,Low Calorie
38,30,1.34,M,gain weight,High Protein
26,38,1.38,F,lose weight,Lose Weight
41,44,1.3,F,lose weight,Low Calorie
34,30,1.24,M,lose weight,High Protein
35,66,1.3,M,lose weight,Maintain Weight
43,80,1.79,M,lose weight,Low Calorie
34,34,1.76,M,lose weight,Low Calorie
10,36,1.27,M,lose weight,Low Calorie
10,30,1.25,F,lose weight,Lose Weight
10,31,1.52,F,lose weight,Low Calorie
10,30,1.25,M,gain weight,Low Calorie
12,30,1.26,M,gain weight,Maintain Weight
35,90,1.74,F,lose weight,Low Calorie
11,31,1.25,M,gain weight,High Protein
41,63,1.89,M,lose weight,Low Calorie
35,41,1.24,F,lose weight,Low Calorie
30,35,1.81,F,lose weight,Low Calorie
42,31,1.85,M,lose weight,Low Calorie
12,39,1.2,M,maintain weight,Maintain Weight
32,34,1.28,M,gain weight,Low Calorie
10,48,1.25,M,maintain weight,High Protein
10,36,1.26,F,lose weight,Low Calorie
45,79,1.89,M,lose weight,Low Calorie
33,39,1.28,F,maintain weight,High Protein
11,32,1.31,M,gain weight,High Protein
37,34,1.26,M,gain weight,Lose Weight
42,53,1.73,M,lose weight,Low Calorie
32,86,1.79,M,lose weight,Low Calorie
27,63,1.65,F,lose weight,Lose Weight
29,83,1.65,F,lose weight,Lose Weight
10,33,1.23,F,lose weight,Low Calorie
39,66,1.83,M,lose weight,Low Calorie
25,36,1.87,F,lose weight,Low Calorie
32,65,1.71,M,lose weight,Low Calorie
10,43,1.39,M,gain weight,High Protein
34,33,1.2,F,maintain weight,Low Calorie
11,30,1.22,M,maintain weight,Maintain Weight
13,31,1.27,M,lose weight,Low Calorie
14,39,1.27,M,maintain weight,Maintain Weight
27,35,1.37,F,lose weight,Low Calorie
42,78,1.81,M,lose weight,Low Calorie
32,34,1.38,M,gain weight,High Protein
16,30,1.2,M,maintain weight,High Protein
29,36,1.28,M,gain weight,High Protein
10,30,1.2,M,maintain weight,Maintain Weight
15,35,1.28,M,gain weight,High Protein
32,32,1.26,M,gain weight,High Protein
10,35,1.22,M,gain weight,High Protein
32,34,1.32,M,gain weight,High Protein
36,36,1.27,M,lose weight,Low Calorie
26,82,1.75,F,lose weight,Low Calorie
23,79,1.23,F,lose weight,Lose Weight
10,38,1.2,F,lose weight,Lose Weight
39,40,1.83,M,lose weight,Low Calorie
10,32,1.25,F,lose weight,Low Calorie
10,33,1.2,M,maintain weight,Maintain Weight
14,34,1.22,M,gain weight,Low Calorie
38,86,1.29,M,lose weight,Low Calorie
11,32,1.28,M,maintain weight,High Protein
11,33,1.2,M,maintain weight,Low Calorie
33,40,1.2,M,maintain weight,Low Calorie
32,31,1.28,M,maintain weight,Low Calorie
11,30,1.2,M,maintain weight,Maintain Weight
28,35,1.28,F,lose weight,Low Calorie
10,30,1.27,M,gain weight,High Protein
43,43,1.23,M,lose weight,Low Calorie
40,75,1.88,F,lose weight,Low Calorie
25,71,1.78,M,lose weight,Lose Weight
10,30,1.3,F,lose weight,Lose Weight
38,46,1.27,F,lose weight,Low Calorie
14,37,1.23,F,lose weight,Low Calorie
35,70,1.68,M,lose weight,Low Calorie
35,39,1.77,M,lose weight,Low Calorie
12,38,1.26,M,maintain weight,Low Calorie
29,35,1.26,F,lose weight,Low Calorie
31,30,1.83,M,lose weight,Low Calorie
38,77,1.69,M,lose weight,Low Calorie
27,61,1.23,M,lose weight,Lose Weight
10,30,1.27,F,lose weight,Lose Weight
11,30,1.25,M,gain weight,Low Calorie
29,39,1.87,F,lose weight,Lose Weight
11,40,1.26,M,gain weight,High Protein
38,32,1.5,M,lose weight,Low Calorie
38,72,1.72,M,lose weight,Low Calorie
35,58,1.31,M,maintain weight,Low Calorie
28,57,1.28,F,lose weight,Low Calorie
32,43,1.26,M,lose weight,High Protein
29,34,1.2,M,maintain weight,Maintain Weight
12,34,1.21,M,lose weight,Low Calorie
27,30,1.76,F,lose weight,Lose Weight
34,39,1.26,M,maintain weight,High Protein
18,38,1.5,M,lose weight,Low Calorie
42,39,1.3,M,lose weight,Low Calorie
32,30,1.28,M,gain weight,High Protein
34,83,1.65,M,lose weight,Low Calorie
42,70,1.8,F,lose weight,Low Calorie
36,31,1.73,M,maintain weight,Low Calorie
10,35,1.21,M,maintain weight,Maintain Weight
30,66,1.81,F,lose weight,Low Calorie
37,76,1.85,M,lose weight,Lose Weight
10,30,1.2,M,maintain weight,High Protein
38,34,1.25,F,lose weight,Low Calorie
10,30,1.2,F,lose weight,Lose Weight
14,30,1.21,M,maintain weight,Maintain Weight
10,37,1.23,M,gain weight,High Protein
33,72,1.89,F,lose weight,Low Calorie
13,43,1.2,M,maintain weight,Maintain Weight
37,61,1.26,M,gain weight,Low Calorie
10,30,1.2,M,maintain weight,High Protein
30,31,1.24,F,lose weight,Lose Weight
31,30,1.8,M,lose weight,Low Calorie
10,31,1.31,M,gain weight,High Protein
14,39,1.2,F,maintain weight,Maintain Weight
10,36,1.31,M,gain weight,High Protein
32,90,1.62,F,maintain weight,Maintain Weight
27,30,1.22,M,maintain weight,High Protein
10,33,1.22,M,maintain weight,Low Calorie
30,30,1.28,M,gain weight,High Protein
35,70,1.82,F,lose weight,Low Calorie
10,34,1.26,F,lose weight,Lose Weight
32,63,1.7,F,lose weight,Low Calorie
28,30,1.25,M,gain weight,High Protein
11,40,1.2,M,maintain weight,Maintain Weight
10,37,1.3,F,maintain weight,High Protein
38,36,1.26,M,lose weight,High Protein
31,35,1.3,M,gain weight,High Protein
36,80,1.28,M,maintain weight,Low Calorie
11,43,1.27,M,maintain weight,High Protein
13,37,1.28,M,gain weight,High Protein
30,41,1.21,F,lose weight,Low Calorie
10,30,1.21,F,lose weight,Lose Weight
44,93,1.71,M,lose weight,Low Calorie
35,37,1.28,M,maintain weight,High Protein
43,70,1.88,M,lose weight,Low Calorie
34,65,1.85,F,lose weight,Low Calorie
12,30,1.22,M,gain weight,High Protein
40,72,1.51,M,lose weight,Low Calorie
10,30,1.32,F,lose weight,Lose Weight
38,82,1.26,M,lose weight,Low Calorie
30,33,1.22,M,maintain weight,High Protein
32,36,1.33,F,lose weight,Low Calorie
10,30,1.75,F,lose weight,Lose Weight
38,75,1.22,M,lose weight,Low Calorie
10,31,1.2,F,lose weight,Lose Weight
10,35,1.22,M,gain weight,Maintain Weight
28,38,1.2,M,maintain weight,Maintain Weight
33,30,1.23,M,gain weight,High Protein
10,30,1.25,F,lose weight,Low Calorie
10,32,1.24,M,maintain weight,Maintain Weight
31,33,1.26,F,lose weight,Low Calorie
38,77,1.82,M,lose weight,Low Calorie
10,30,1.25,M,gain weight,High Protein
10,46,1.2,F,lose weight,Low Calorie
12,30,1.21,M,maintain weight,High Protein
40,61,1.78,F,lose weight,Low Calorie
30,80,1.89,F,lose weight,Low Calorie
10,37,1.21,F,lose weight,Low Calorie
48,81,1.89,M,lose weight,Low Calorie
36,39,1.28,M,lose weight,High Protein
12,30,1.32,M,lose weight,Low Calorie
15,30,1.25,M,gain weight,Maintain Weight
10,30,1.21,M,gain weight,High Protein
34,84,1.79,F,lose weight,Low Calorie
10,35,1.31,F,lose weight,Low Calorie
31,83,1.66,M,lose weight,High Protein
16,30,1.22,M,maintain weight,Low Calorie
10,30,1.25,M,gain weight,High Protein
10,30,1.25,F,lose weight,Maintain Weight
36,30,1.27,F,lose weight,Low Calorie
31,30,1.62,F,lose weight,Lose Weight
40,38,1.7,M,lose weight,Low Calorie
26,67,1.68,F,lose weight,Lose Weight
10,39,1.21,M,maintain weight,High Protein
31,35,1.89,M,gain weight,High Protein
12,40,1.31,M,maintain weight,High Protein
33,30,1.25,F,lose weight,Lose Weight
11,30,1.28,M,maintain weight,Low Calorie
10,38,1.31,M,maintain weight,High Protein
29,76,1.23,M,gain weight,Maintain Weight
10,30,1.23,M,gain weight,High Protein
37,40,1.22,M,lose weight,Low Calorie
28,64,1.57,F,lose weight,Lose Weight
13,40,1.23,M,maintain weight,High Protein
32,72,1.78,F,lose weight,Low Calorie
31,71,1.63,F,lose weight,Low Calorie
41,76,1.25,M,lose weight,Low Calorie
31,71,1.61,M,gain weight,High Protein
10,31,1.38,M,gain weight,High Protein
10,36,1.2,M,maintain weight,Maintain Weight
31,34,1.3,M,gain weight,High Protein
10,34,1.3,M,gain weight,High Protein
10,37,1.29,F,lose weight,Lose Weight
12,33,1.2,M,gain weight,High Protein
10,39,1.26,M,lose weight,Low Calorie
10,30,1.22,F,lose weight,Lose Weight
25,37,1.24,F,lose weight,Lose Weight
38,45,1.74,M,lose weight,Low Calorie
31,37,1.75,M,maintain weight,Low Calorie
39,37,1.83,F,lose weight,Low Calorie
10,30,1.21,M,maintain weight,High Protein
38,93,1.85,F,lose weight,Low Calorie
42,92,1.85,M,lose weight,Low Calorie
19,40,1.2,M,maintain weight,High Protein
10,36,1.3,M,lose weight,Low Calorie
42,35,1.33,M,maintain weight,Low Calorie
10,30,1.2,F,maintain weight,Lose Weight
30,93,1.59,F,lose weight,Low Calorie
11,46,1.23,M,lose weight,Low Calorie
39,90,1.62,F,lose weight,Low Calorie
10,30,1.2,M,lose weight,Lose Weight
26,83,1.89,F,lose weight,Lose Weight
10,30,1.22,F,lose weight,Lose Weight
29,45,1.89,M,gain weight,High Protein
10,35,1.22,M,lose weight,Low Calorie
33,35,1.74,F,maintain weight,Low Calorie
14,34,1.2,M,maintain weight,Maintain Weight
35,40,1.27,M,maintain weight,High Protein
10,32,1.27,M,lose weight,Low Calorie
12,30,1.2,M,maintain weight,Maintain Weight
38,71,1.29,M,maintain weight,Low Calorie
10,31,1.25,F,lose weight,Lose Weight
37,54,1.79,F,lose weight,Low Calorie
43,32,1.25,M,gain weight,Low Calorie
11,45,1.31,M,gain weight,High Protein
10,30,1.2,F,lose weight,Low Calorie
11,32,1.85,M,lose weight,Low Calorie
10,31,1.26,M,gain weight,High Protein
10,46,1.24,M,maintain weight,Maintain Weight
40,37,1.3,M,maintain weight,Low Calorie
32,34,1.73,F,lose weight,Low Calorie
36,30,1.28,M,maintain weight,High Protein
29,69,1.74,F,lose weight,Lose Weight
25,30,1.77,F,lose weight,Lose Weight
10,30,1.22,M,lose weight,Low Calorie
40,71,1.73,F,lose weight,Low Calorie
25,73,1.85,F,lose weight,Lose Weight
38,75,1.74,M,lose weight,Low Calorie
13,35,1.29,M,lose weight,Low Calorie
10,30,1.22,M,lose weight,Low Calorie
10,30,1.21,F,lose weight,Lose Weight
26,78,1.2,M,gain weight,High Protein
10,30,1.2,F,lose weight,Lose Weight
12,30,1.3,M,lose weight,Low Calorie
10,31,1.56,M,maintain weight,Maintain Weight
34,74,1.74,M,gain weight,Low Calorie
24,77,1.22,F,lose weight,Lose Weight
10,36,1.2,M,maintain weight,Maintain Weight
37,39,1.3,M,lose weight,Lose Weight
10,38,1.28,F,lose weight,Low Calorie
39,32,1.32,F,lose weight,Low Calorie
29,72,1.2,M,maintain weight,Maintain Weight
32,63,1.82,F,lose weight,Low Calorie
35,35,1.23,F,maintain weight,Low Calorie
27,34,1.69,F,lose weight,Lose Weight
26,62,1.74,M,lose weight,Lose Weight
10,35,1.27,M,maintain weight,High Protein
10,43,1.26,M,maintain weight,Maintain Weight
13,36,1.24,M,gain weight,High Protein
12,36,1.2,M,maintain weight,High Protein
32,76,1.6,F,lose weight,Low Calorie
17,30,1.27,M,maintain weight,Low Calorie
32,32,1.67,M,gain weight,High Protein
10,30,1.6,F,lose weight,Low Calorie
28,32,1.59,M,gain weight,High Protein
10,67,1.24,F,lose weight,Lose Weight
14,34,1.23,M,maintain weight,Low Calorie
29,30,1.23,F,lose weight,Low Calorie
10,30,1.25,M,gain weight,Low Calorie
25,30,1.26,M,lose weight,Low Calorie
12,34,1.3,M,lose weight,Lose Weight
36,34,1.22,M,maintain weight,High Protein
41,46,1.28,M,lose weight,Low Calorie
32,45,1.78,F,lose weight,Low Calorie
13,37,1.3,M,maintain weight,High Protein
35,75,1.89,F,lose weight,Low Calorie
15,36,1.23,M,maintain weight,High Protein
10,37,1.29,M,gain weight,High Protein
33,57,1.69,F,lose weight,Low Calorie
28,81,1.7,F,lose weight,Low Calorie
34,58,1.84,F,lose weight,Low Calorie
15,37,1.32,F,lose weight,Low Calorie
12,34,1.31,M,gain weight,High Protein
37,40,1.7,M,lose weight,High Protein
29,35,1.85,M,lose weight,Low Calorie
34,67,1.59,F,lose weight,Low Calorie
34,30,1.26,M,lose weight,Lose Weight
10,31,1.2,M,gain weight,High Protein
10,40,1.27,F,maintain weight,High Protein
27,41,1.89,F,lose weight,Low Calorie
28,39,1.89,F,lose weight,Lose Weight
38,73,1.23,F,lose weight,Low Calorie
19,37,1.28,M,gain weight,High Protein
10,30,1.23,M,maintain weight,Maintain Weight
31,30,1.34,F,lose weight,Low Calorie
34,77,1.28,M,maintain weight,High Protein
10,38,1.2,F,maintain weight,Maintain Weight
11,32,1.2,M,maintain weight,High Protein
31,30,1.3,M,lose weight,Low Calorie
10,34,1.24,M,lose weight,Low Calorie
25,60,1.85,F,lose weight,Low Calorie
10,40,1.2,M,gain weight,High Protein
10,36,1.2,M,maintain weight,Maintain Weight
42,55,1.75,M,lose weight,Low Calorie
10,31,1.27,M,maintain weight,Low Calorie
10,30,1.28,M,maintain weight,High Protein
10,30,1.2,M,gain weight,Maintain Weight
36,49,1.31,M,lose weight,Low Calorie
29,70,1.89,F,lose weight,Low Calorie
34,65,1.7,M,lose weight,Lose Weight
36,45,1.77,F,lose weight,Low Calorie
11,36,1.2,M,maintain weight,High Protein
29,38,1.25,F,maintain weight,High Protein
27,71,1.84,F,lose weight,Low Calorie
34,67,1.25,M,maintain weight,Low Calorie
29,54,1.33,F,lose weight,Lose Weight
10,34,1.24,M,maintain weight,High Protein
28,40,1.57,F,lose weight,Lose Weight
28,35,1.22,M,lose weight,Low Calorie
10,30,1.23,F,lose weight,Lose Weight
26,46,1.68,F,lose weight,Low Calorie
34,41,1.52,M,lose weight,High Protein
36,34,1.6,F,lose weight,Low Calorie
10,42,1.3,M,gain weight,High Protein
10,35,1.28,F,lose weight,Maintain Weight
12,40,1.2,M,lose weight,Low Calorie
30,47,1.79,F,lose weight,Low Calorie
38,69,1.83,M,lose weight,Low Calorie
28,36,1.79,M,gain weight,High Protein
36,74,1.76,F,lose weight,Low Calorie
10,39,1.2,M,gain weight,High Protein
27,65,1.33,M,lose weight,Low Calorie
11,37,1.22,M,maintain weight,Low Calorie
44,73,1.7,M,lose weight,Low Calorie
30,35,1.25,F,maintain weight,Lose Weight
33,43,1.86,M,lose weight,Low Calorie
30,36,1.78,M,lose weight,Low Calorie
38,70,1.72,M,maintain weight,Low Calorie
14,45,1.25,M,gain weight,High Protein
13,30,1.27,F,lose weight,Low Calorie
11,30,1.28,M,maintain weight,High Protein
10,47,1.23,M,maintain weight,Maintain Weight
41,59,1.76,F,lose weight,Low Calorie
32,34,1.66,M,maintain weight,Low Calorie
10,30,1.24,M,lose weight,Low Calorie
27,30,1.2,F,lose weight,Lose Weight
27,37,1.76,F,lose weight,Low Calorie
38,74,1.72,M,lose weight,Low Calorie
38,44,1.26,M,gain weight,High Protein
24,65,1.51,F,lose weight,Lose Weight
39,78,1.46,F,lose weight,Low Calorie
14,30,1.2,M,maintain weight,Maintain Weight
10,30,1.25,M,lose weight,Low Calorie
27,32,1.3,F,maintain weight,Maintain Weight
14,30,1.2,M,gain weight,High Protein
28,30,1.22,F,lose weight,Lose Weight
10,31,1.21,F,lose weight,Lose Weight
30,54,1.68,M,lose weight,Low Calorie
32,85,1.78,F,lose weight,Low Calorie
30,30,1.2,M,gain weight,High Protein
12,30,1.2,M,maintain weight,Maintain Weight
14,30,1.27,M,maintain weight,High Protein
39,43,1.68,M,maintain weight,Low Calorie
33,33,1.21,M,gain weight,High Protein
34,75,1.89,F,lose weight,Low Calorie
36,71,1.75,F,lose weight,Low Calorie
10,30,1.26,M,lose weight,Low Calorie
34,62,1.29,M,gain weight,High Protein
32,37,1.31,M,lose weight,Low Calorie
10,31,1.27,M,maintain weight,Low Calorie
29,40,1.27,M,gain weight,High Protein
36,30,1.8,M,lose weight,Low Calorie
12,30,1.2,M,maintain weight,High Protein
35,93,1.78,M,lose weight,Low Calorie
14,35,1.2,M,lose weight,Low Calorie
10,30,1.26,M,gain weight,High Protein
10,30,1.27,M,gain weight,High Protein
11,36,1.27,M,maintain weight,High Protein
38,61,1.69,F,lose weight,Low Calorie
10,30,1.2,F,maintain weight,Lose Weight
33,93,1.25,M,lose weight,Low Calorie
11,30,1.21,M,maintain weight,High Protein
10,38,1.2,M,maintain weight,Maintain Weight
10,34,1.23,F,lose weight,Lose Weight
35,35,1.77,M,lose weight,Low Calorie
15,30,1.22,M,maintain weight,High Protein
10,30,1.27,M,maintain weight,Maintain Weight
33,38,1.32,M,lose weight,Low Calorie
10,35,1.32,F,lose weight,Maintain Weight
10,61,1.29,F,lose weight,Lose Weight
35,35,1.88,M,maintain weight,High Protein
10,35,1.27,M,gain weight,High Protein
10,30,1.25,M,gain weight,High Protein
10,34,1.22,F,lose weight,Lose Weight
34,30,1.23,M,gain weight,High Protein
11,34,1.2,M,maintain weight,High Protein
10,36,1.2,M,maintain weight,Maintain Weight
28,78,1.45,F,maintain weight,Maintain Weight
14,31,1.2,M,maintain weight,High Protein
10,36,1.21,F,maintain weight,Lose Weight
30,40,1.26,M,lose weight,Low Calorie
10,43,1.26,M,lose weight,Low Calorie
33,72,1.76,F,gain weight,High Protein
32,70,1.73,F,lose weight,Low Calorie
10,30,1.2,M,maintain weight,Maintain Weight
11,33,1.24,M,gain weight,High Protein
39,34,1.24,M,gain weight,Maintain Weight
14,43,1.79,F,lose weight,Low Calorie
34,89,1.72,F,lose weight,Low Calorie
16,37,1.31,M,lose weight,Low Calorie
12,30,1.34,M,lose weight,Low Calorie
29,37,1.81,F,gain weight,High Protein
27,54,1.37,F,lose weight,Maintain Weight
33,30,1.28,M,maintain weight,Maintain Weight
10,38,1.48,F,lose weight,Low Calorie
13,30,1.2,M,maintain weight,Low Calorie
13,34,1.3,M,maintain weight,High Protein
28,34,1.79,F,lose weight,Low Calorie
35,62,1.89,F,lose weight,Low Calorie
31,90,1.79,F,lose weight,Low Calorie
37,37,1.63,F,lose weight,Low Calorie
10,30,1.2,M,maintain weight,High Protein
10,30,1.3,F,lose weight,Low Calorie
45,55,1.75,M,lose weight,Low Calorie
33,93,1.83,M,lose weight,Low Calorie
32,36,1.27,M,maintain weight,High Protein
28,72,1.73,M,gain weight,High Protein
33,81,1.83,F,lose weight,Low Calorie
10,36,1.27,F,gain weight,High Protein
33,74,1.88,F,lose weight,Low Calorie
29,62,1.89,F,lose weight,Lose Weight
10,33,1.34,M,maintain weight,Low Calorie
20,40,1.26,M,gain weight,Low Calorie
34,31,1.25,M,maintain weight,High Protein
31,37,1.28,M,lose weight,Lose Weight
10,30,1.26,M,gain weight,High Protein
10,30,1.23,M,maintain weight,Maintain Weight
10,30,1.27,F,lose weight,Lose Weight
35,37,1.77,M,maintain weight,Maintain Weight
10,30,1.21,F,maintain weight,Lose Weight
35,32,1.24,M,lose weight,Low Calorie
28,75,1.89,F,lose weight,Low Calorie
38,38,1.3,M,lose weight,Low Calorie
31,30,1.3,M,gain weight,High Protein
33,30,1.82,M,lose weight,Low Calorie
35,62,1.81,F,lose weight,Low Calorie
39,86,1.74,M,lose weight,Low Calorie
36,37,1.24,M,gain weight,High Protein
10,44,1.26,F,lose weight,Maintain Weight
10,42,1.3,M,maintain weight,Low Calorie
31,68,1.77,F,lose weight,Low Calorie
10,65,1.2,F,lose weight,Lose Weight
10,30,1.22,M,maintain weight,High Protein
30,30,1.84,M,maintain weight,Maintain Weight
30,67,1.77,M,lose weight,Low Calorie
11,30,1.21,F,maintain weight,High Protein
12,30,1.28,M,gain weight,High Protein
33,35,1.79,M,maintain weight,Maintain Weight
32,85,1.89,F,lose weight,Low Calorie
47,39,1.23,M,lose weight,Low Calorie
10,30,1.22,M,maintain weight,High Protein
10,30,1.29,M,gain weight,High Protein
30,91,1.74,F,lose weight,Low Calorie
14,30,1.26,M,gain weight,High Protein
18,35,1.29,M,lose weight,Low Calorie
11,35,1.34,M,gain weight,High Protein
34,30,1.26,M,gain weight,High Protein
29,37,1.64,F,lose weight,Low Calorie
